Fri, 23 Oct 15 10:31:51 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to 140dev
Tue, 03 Nov 15 15:54:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489076948733952' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489076948733952, tweet_text = "RT \"@Neha_Pandey_ind: #ZyadaBachao by @ShopClues \nIt\'s all about saving. Check it out!! @Lovely_Sathish \n\nhttps://t.co/9r14Q0kfKQ\"", created_at = "2015-11-03 15:54:20", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489080723636224' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489080723636224, tweet_text = "Greatest Diwali Sale arrives! Watch how #GharLaoDiwali Sale rings in Gifts for everybody! #ZyadaBAchao https://t.co/B4C2Xvx4ta …", created_at = "2015-11-03 15:54:21", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489080723636224' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489080723636224, tweet_text = "Greatest Diwali Sale arrives! Watch how #GharLaoDiwali Sale rings in Gifts for everybody! #ZyadaBAchao https://t.co/B4C2Xvx4ta …", created_at = "2015-11-03 15:54:21", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:23 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489087287832576' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489087287832576, tweet_text = "Greatest Diwali Sale arrives! Watch how #GharLaoDiwali Sale rings in Gifts for everybody! #ZyadaBAchao https://t.co/v6hH861lmL …", created_at = "2015-11-03 15:54:22", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '573548020' for key 'PRIMARY' | INSERT INTO users SET screen_name = "jaiminp1982", profile_image_url = "http://pbs.twimg.com/profile_images/600673066516119552/gYASTzYV_normal.jpg", user_id = 573548020, name = "jaimin", location = "KARNAVATI", url = "", description = "Proud hindu,A true BJP follower ,have faith in narendrabhai modi bcz his actions gonna make my BHARAT sone ki chidiya ,Jai Hind.", created_at = "2012-05-07 16:45:15", followers_count = 173, friends_count = 218, statuses_count = 5194, time_zone = "Chennai", last_update = "2015-11-03 15:54:25"
Tue, 03 Nov 15 15:54:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489097358249984' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489097358249984, tweet_text = "RT @Anurag4Bharat: C pic for \nThe reality of SRK overseas \nVs \nThe brutality of SRK in India\n@upma23 @jnsbmi @Tan_Tripathi #GetPumped https…", created_at = "2015-11-03 15:54:25", geo_lat = 0, geo_long = 0, user_id = 573548020, screen_name = "jaiminp1982", name = "jaimin", profile_image_url = "http://pbs.twimg.com/profile_images/600673066516119552/gYASTzYV_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:54:30 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489117193080832' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489117193080832, tweet_text = "@relishingrascal  Celebrate this diwali with huge savings #ZyadaBachao @ShopClues https://t.co/Crs9eYcy6k", created_at = "2015-11-03 15:54:30", geo_lat = 0, geo_long = 0, user_id = 491003240, screen_name = "hidden_keys", name = "May B I\'m In Love!", profile_image_url = "http://pbs.twimg.com/profile_images/644416780442595328/eBIOR85L_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:30 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489117193080832' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489117193080832, tweet_text = "@relishingrascal  Celebrate this diwali with huge savings #ZyadaBachao @ShopClues https://t.co/Crs9eYcy6k", created_at = "2015-11-03 15:54:30", geo_lat = 0, geo_long = 0, user_id = 491003240, screen_name = "hidden_keys", name = "May B I\'m In Love!", profile_image_url = "http://pbs.twimg.com/profile_images/644416780442595328/eBIOR85L_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:30 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489116559769600' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489116559769600, tweet_text = "Hola Friends\nNo Need To Search ut For Best deals\nWe Have Best Deals At #ZyadaBachao @ShopClues\nGo Here https://t.co/NzPtz6o0kz\nShop &amp; Save!", created_at = "2015-11-03 15:54:29", geo_lat = 0, geo_long = 0, user_id = 147175840, screen_name = "Manavparekh", name = "Stimulated Engineer", profile_image_url = "http://pbs.twimg.com/profile_images/564669319619952641/ko0i-oqv_normal.png", is_rt = 0
Tue, 03 Nov 15 15:54:30 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489116559769600' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489116559769600, tweet_text = "Hola Friends\nNo Need To Search ut For Best deals\nWe Have Best Deals At #ZyadaBachao @ShopClues\nGo Here https://t.co/NzPtz6o0kz\nShop &amp; Save!", created_at = "2015-11-03 15:54:29", geo_lat = 0, geo_long = 0, user_id = 147175840, screen_name = "Manavparekh", name = "Stimulated Engineer", profile_image_url = "http://pbs.twimg.com/profile_images/564669319619952641/ko0i-oqv_normal.png", is_rt = 0
Tue, 03 Nov 15 15:54:34 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489132267409409' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489132267409409, tweet_text = "RT \"@ModelGarima: @Lovely_Sathish @ShopClues yes no more queues for us now #ZyadaBachao https://t.co/9r14Q0kfKQ …\"", created_at = "2015-11-03 15:54:33", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:39 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489154597912576' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489154597912576, tweet_text = "So many gadgets to choose from! Loads of choices. Awesome\n#ZyadaBachao\nhttps://t.co/B4C2Xvx4ta … \n@ShopClues", created_at = "2015-11-03 15:54:38", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:39 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489156888006656' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489156888006656, tweet_text = "@Forever_Virat  Celebrate this diwali with huge savings #ZyadaBachao @ShopClues https://t.co/Crs9eYcy6k", created_at = "2015-11-03 15:54:39", geo_lat = 0, geo_long = 0, user_id = 491003240, screen_name = "hidden_keys", name = "May B I\'m In Love!", profile_image_url = "http://pbs.twimg.com/profile_images/644416780442595328/eBIOR85L_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:42 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489169118564352' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489169118564352, tweet_text = "Amazing smartphones to select from and #ZyadaBachao with \n@ShopClues \nhttps://t.co/NzY0KxwgSy !!", created_at = "2015-11-03 15:54:42", geo_lat = 0, geo_long = 0, user_id = 2396715548, screen_name = "minty_tweets", name = "Minty", profile_image_url = "http://pbs.twimg.com/profile_images/654548510402936832/1xBUTYWN_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:43 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '108856065' for key 'PRIMARY' | INSERT INTO users SET screen_name = "soodabhinav08", profile_image_url = "http://pbs.twimg.com/profile_images/645480869675700224/lbju3eT7_normal.png", user_id = 108856065, name = "Sood, Abhinav", location = "192.168.1.1", url = "", description = "Food lover | Contest lover | Traveler | Photographer | Fashion Lover | Music Lover | Star Movies Lover | Sony PIX Lover | AXN Lover", created_at = "2010-01-27 11:51:07", followers_count = 4369, friends_count = 840, statuses_count = 103914, time_zone = "Chennai", last_update = "2015-11-03 15:54:43"
Tue, 03 Nov 15 15:54:43 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489172713050112' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489172713050112, tweet_text = "@DeepikadubeyD @ShopClues have given wings to all their customers to save lots of money #ZyadaBachao https://t.co/5bTj4lpPZr", created_at = "2015-11-03 15:54:43", geo_lat = 0, geo_long = 0, user_id = 108856065, screen_name = "soodabhinav08", name = "Sood, Abhinav", profile_image_url = "http://pbs.twimg.com/profile_images/645480869675700224/lbju3eT7_normal.png", is_rt = 0
Tue, 03 Nov 15 15:54:43 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489172713050112' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489172713050112, tweet_text = "@DeepikadubeyD @ShopClues have given wings to all their customers to save lots of money #ZyadaBachao https://t.co/5bTj4lpPZr", created_at = "2015-11-03 15:54:43", geo_lat = 0, geo_long = 0, user_id = 108856065, screen_name = "soodabhinav08", name = "Sood, Abhinav", profile_image_url = "http://pbs.twimg.com/profile_images/645480869675700224/lbju3eT7_normal.png", is_rt = 0
Tue, 03 Nov 15 15:54:45 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489179025510400' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489179025510400, tweet_text = "RT \"@miss_cherished: @Lovely_Sathish @ShopClues quality products at unbelievable price #ZyadaBachao https://t.co/9r14Q0kfKQ …\"", created_at = "2015-11-03 15:54:44", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:45 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489179025510400' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489179025510400, tweet_text = "RT \"@miss_cherished: @Lovely_Sathish @ShopClues quality products at unbelievable price #ZyadaBachao https://t.co/9r14Q0kfKQ …\"", created_at = "2015-11-03 15:54:44", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:54:56 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489226182172672' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489226182172672, tweet_text = "You love all these deals and so much more this festive season #ZyadaBachao @ShopClues https://t.co/YibdQIsy2g", created_at = "2015-11-03 15:54:56", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262911619072' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262911619072, tweet_text = "all your shopping needs fulfilled with @ShopClues https://t.co/m8kgykK11w.… #ZyadaBachao", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 207906621, screen_name = "D_KohlEyedChic", name = "Parineeti C", profile_image_url = "http://pbs.twimg.com/profile_images/661444776537907200/nMuf_8Bs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262618013698' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262618013698, tweet_text = "@D_D_great  Same here! Grabbing the best of deals ever! #ZyadaBachao @ShopClues https://t.co/rdyjMVTiF2", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:55:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262618013698' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262618013698, tweet_text = "@D_D_great  Same here! Grabbing the best of deals ever! #ZyadaBachao @ShopClues https://t.co/rdyjMVTiF2", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:55:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262857031680' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262857031680, tweet_text = "Its time for big savings for your loved ones \n#ZyadaBachao https://t.co/xp8VvFV5xv @ShopClues", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 1374437706, screen_name = "cmd999", name = "Keep Smiling", profile_image_url = "http://pbs.twimg.com/profile_images/378800000544139304/8155d48bc4986c34195cb226f3490701_normal.jpeg", is_rt = 0
Tue, 03 Nov 15 15:55:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262857031680' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262857031680, tweet_text = "Its time for big savings for your loved ones \n#ZyadaBachao https://t.co/xp8VvFV5xv @ShopClues", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 1374437706, screen_name = "cmd999", name = "Keep Smiling", profile_image_url = "http://pbs.twimg.com/profile_images/378800000544139304/8155d48bc4986c34195cb226f3490701_normal.jpeg", is_rt = 0
Tue, 03 Nov 15 15:55:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262861266944' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262861266944, tweet_text = "buy gifts for everyone online this tine - https://t.co/iKR6I628EA … #zyadabachao @ShopClues", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 207906621, screen_name = "D_KohlEyedChic", name = "Parineeti C", profile_image_url = "http://pbs.twimg.com/profile_images/661444776537907200/nMuf_8Bs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:06 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489262861266944' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489262861266944, tweet_text = "buy gifts for everyone online this tine - https://t.co/iKR6I628EA … #zyadabachao @ShopClues", created_at = "2015-11-03 15:55:04", geo_lat = 0, geo_long = 0, user_id = 207906621, screen_name = "D_KohlEyedChic", name = "Parineeti C", profile_image_url = "http://pbs.twimg.com/profile_images/661444776537907200/nMuf_8Bs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489276513718272' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489276513718272, tweet_text = "Celebrating this Diwali with big saving #ZyadaBachao  Sale @ShopClues  https://t.co/tErH9Z9DkC", created_at = "2015-11-03 15:55:08", geo_lat = 0, geo_long = 0, user_id = 189537010, screen_name = "Anupama75", name = "Anupama", profile_image_url = "http://pbs.twimg.com/profile_images/653279138892005376/tox1zELf_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489276475994112' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489276475994112, tweet_text = "Shopping has quite recently got 1 stage more, you can now spare your cash likewise @ShopClues #ZyadaBachao \n\nCheck https://t.co/YHJOnF6B1n.", created_at = "2015-11-03 15:55:08", geo_lat = 0, geo_long = 0, user_id = 1556047765, screen_name = "vpnmehta", name = "Being Simple", profile_image_url = "http://pbs.twimg.com/profile_images/628094927683977217/JmrbeGt4_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489276475994112' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489276475994112, tweet_text = "Shopping has quite recently got 1 stage more, you can now spare your cash likewise @ShopClues #ZyadaBachao \n\nCheck https://t.co/YHJOnF6B1n.", created_at = "2015-11-03 15:55:08", geo_lat = 0, geo_long = 0, user_id = 1556047765, screen_name = "vpnmehta", name = "Being Simple", profile_image_url = "http://pbs.twimg.com/profile_images/628094927683977217/JmrbeGt4_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:55:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489277012865024' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489277012865024, tweet_text = "Such brilliant offers and deals with mega Discounts like never before #ZyadaBachao only at @ShopClues https://t.co/zU2YCl0d5G", created_at = "2015-11-03 15:55:08", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
